Targa,TipoCambio,NumeroSerie,PrezzoListino,AnnoImmatricolazione,IdConcessionaria,IdModello,IdColore
BZ393SB,Automatico,SN2912817,58600,2022,CONC45,MOD769,COL30
WC327EE,Automatico,SN6460651,39800,2000,CONC25,MOD419,COL17
AY877CJ,Automatico,SN7801188,44200,2004,CONC61,MOD53,COL23
FF628RJ,Manuale,SN6474652,59800,2003,CONC31,MOD718,COL4
WH304MA,Manuale,SN2545194,59400,2000,CONC56,MOD6,COL18
ZI652CK,Automatico,SN5734672,56300,2003,CONC6,MOD207,COL21
WE797FX,Automatico,SN4061961,22900,2001,CONC96,MOD23,COL21
XK857GX,Manuale,SN2094917,59500,2024,CONC22,MOD35,COL3
GO328QT,Automatico,SN4683546,19900,2008,CONC81,MOD64,COL5
PX182AU,Automatico,SN5552240,34400,2004,CONC6,MOD482,COL4
MP275NZ,Manuale,SN3251902,28000,2024,CONC163,MOD649,COL18
GS850HB,Manuale,SN5702679,45300,2017,CONC81,MOD777,COL11
DN973IU,Automatico,SN1609586,31100,2014,CONC188,MOD564,COL24
UN675ZE,Manuale,SN5573128,62700,2002,CONC161,MOD392,COL30
JZ267OZ,Automatico,SN1799006,21000,2013,CONC77,MOD3,COL20
VI388EK,Automatico,SN3219661,55000,2020,CONC170,MOD4,COL23
OH664CN,Manuale,SN1829247,32300,2008,CONC18,MOD795,COL4
PA893ZF,Manuale,SN5132050,25700,2015,CONC31,MOD173,COL3
YC576QX,Automatico,SN1557794,15900,2017,CONC164,MOD242,COL1
SB680ME,Automatico,SN7267626,35500,2013,CONC154,MOD841,COL15
RS320WN,Manuale,SN3509443,16300,2006,CONC104,MOD375,COL17
ZH377YC,Manuale,SN5793125,18400,2014,CONC161,MOD624,COL25
ZQ155PY,Automatico,SN8778154,27500,2008,CONC71,MOD206,COL3
NQ844FC,Manuale,SN3303115,67900,2023,CONC32,MOD483,COL22
HZ214CV,Manuale,SN9443347,24400,2018,CONC95,MOD734,COL5
SY401VP,Manuale,SN8339616,51200,2003,CONC157,MOD327,COL20
CB219YV,Manuale,SN7457932,68200,2001,CONC48,MOD510,COL9
OQ683DV,Manuale,SN3421487,51700,2022,CONC27,MOD649,COL27
OR618TX,Automatico,SN9177405,65500,2023,CONC190,MOD854,COL6
JQ967SN,Automatico,SN2706166,64700,2010,CONC54,MOD5,COL3
CJ468IX,Automatico,SN6993992,35800,2012,CONC151,MOD501,COL23
KO513KQ,Automatico,SN2808846,44500,2002,CONC21,MOD312,COL12
OC373LT,Automatico,SN1162023,22500,2018,CONC12,MOD325,COL26
ER246XA,Automatico,SN8656493,20100,2005,CONC105,MOD309,COL8
GG113EM,Manuale,SN7256297,43500,2003,CONC167,MOD975,COL5
WJ905GA,Automatico,SN3162444,45300,2012,CONC101,MOD511,COL13
JZ951QT,Automatico,SN1110657,48800,2001,CONC12,MOD902,COL11
MI625XK,Automatico,SN7703634,41800,2007,CONC113,MOD34,COL13
XP998XF,Manuale,SN2231222,66100,2018,CONC77,MOD833,COL21
DE761QC,Automatico,SN4911345,26300,2008,CONC16,MOD468,COL16
NJ182OC,Manuale,SN5348448,53900,2003,CONC180,MOD679,COL1
OA834NZ,Automatico,SN3305277,31200,2008,CONC96,MOD700,COL10
DO118KW,Manuale,SN8637313,41200,2002,CONC151,MOD109,COL20
HR192CD,Automatico,SN7888682,62200,2000,CONC2,MOD6,COL23
DR394MK,Manuale,SN2831425,34400,2017,CONC21,MOD314,COL28
RR414YI,Automatico,SN4605425,62800,2011,CONC34,MOD393,COL29
LD441TD,Manuale,SN1934004,35300,2007,CONC101,MOD456,COL3
SV673BW,Manuale,SN8496113,67500,2006,CONC44,MOD332,COL26
WH734TB,Automatico,SN5651800,29600,2013,CONC60,MOD185,COL23
IN211YW,Automatico,SN5400928,45800,2011,CONC38,MOD771,COL23
TZ572TX,Automatico,SN9806923,30100,2016,CONC177,MOD284,COL30
FK484AP,Automatico,SN5371339,15500,2013,CONC45,MOD247,COL3
ET704LK,Automatico,SN5426352,47600,2006,CONC65,MOD937,COL4
MN979LK,Manuale,SN9222548,69300,2008,CONC156,MOD320,COL24
BZ215XK,Automatico,SN4614672,63100,2004,CONC69,MOD422,COL10
VW356WD,Automatico,SN4868414,57600,2009,CONC73,MOD543,COL26
FV454WZ,Automatico,SN1182714,57200,2005,CONC179,MOD577,COL5
DI548TD,Automatico,SN5166016,46000,2004,CONC69,MOD542,COL13
QV609VJ,Manuale,SN4641056,35300,2021,CONC51,MOD316,COL30
QC884OV,Manuale,SN3439676,40700,2012,CONC87,MOD284,COL21
QV299FR,Automatico,SN3985783,23900,2023,CONC16,MOD790,COL1
NL749QB,Manuale,SN9840911,29700,2012,CONC38,MOD748,COL21
HH891QB,Automatico,SN5317259,18700,2019,CONC104,MOD497,COL28
ZF125KM,Automatico,SN5447824,33100,2023,CONC146,MOD885,COL17
YT875JX,Automatico,SN9706581,36600,2020,CONC111,MOD211,COL13
CA448BD,Manuale,SN1515846,59400,2020,CONC46,MOD966,COL2
JT925FF,Manuale,SN1414752,23400,2006,CONC4,MOD830,COL10
LL533GR,Automatico,SN9923009,29400,2023,CONC166,MOD773,COL21
NX908RQ,Automatico,SN7107745,52900,2000,CONC186,MOD657,COL26
KM822WI,Automatico,SN3182826,49200,2008,CONC111,MOD461,COL13
XM300WS,Automatico,SN5400796,39500,2016,CONC160,MOD344,COL29
HT899RS,Manuale,SN1502790,38100,2004,CONC56,MOD800,COL10
EI945AE,Automatico,SN9980261,31600,2023,CONC145,MOD676,COL27
YB174XW,Manuale,SN3060158,21500,2007,CONC48,MOD580,COL18
WT375GL,Manuale,SN9174669,38000,2017,CONC168,MOD922,COL4
RU236HB,Automatico,SN2669350,66700,2013,CONC72,MOD304,COL10
WQ352UE,Automatico,SN1360405,45300,2003,CONC84,MOD763,COL22
SW221GR,Automatico,SN5796662,31400,2024,CONC10,MOD847,COL13
GD599XM,Automatico,SN3254263,56900,2013,CONC190,MOD768,COL11
VS356JW,Automatico,SN7517596,16400,2022,CONC159,MOD183,COL14
JT637EG,Automatico,SN7285520,68800,2024,CONC197,MOD708,COL6
LF687FD,Manuale,SN6694091,27100,2014,CONC86,MOD970,COL6
EX213MU,Manuale,SN4908411,64900,2006,CONC77,MOD702,COL27
OX642SR,Manuale,SN4753724,21300,2013,CONC103,MOD969,COL22
YE845UL,Manuale,SN7171786,15400,2023,CONC137,MOD255,COL6
YA388ZN,Automatico,SN5452182,40600,2023,CONC170,MOD844,COL18
WN251JW,Manuale,SN7852792,70000,2019,CONC122,MOD175,COL17
WX153ZE,Manuale,SN2543322,65300,2000,CONC181,MOD52,COL3
RD219BL,Manuale,SN7418519,46100,2010,CONC123,MOD170,COL2
YP810HF,Automatico,SN7556384,45300,2009,CONC83,MOD151,COL5
BG261GN,Manuale,SN4416169,32400,2012,CONC194,MOD117,COL20
SA297IE,Automatico,SN1803662,47800,2010,CONC195,MOD730,COL16
NO841GU,Automatico,SN4922771,43800,2018,CONC61,MOD224,COL3
BK491CH,Automatico,SN1323326,31400,2010,CONC171,MOD602,COL7
XN816CJ,Automatico,SN2665982,30000,2006,CONC104,MOD871,COL29
CA304ZZ,Manuale,SN2202806,65700,2022,CONC22,MOD255,COL11
NK653YP,Manuale,SN3411356,29800,2008,CONC21,MOD358,COL6
SU616VE,Manuale,SN1860034,58100,2019,CONC3,MOD354,COL26
MT850TX,Manuale,SN9695953,48100,2017,CONC3,MOD840,COL8
ME271RZ,Automatico,SN5660370,55100,2014,CONC190,MOD924,COL27
RB286BV,Manuale,SN1626333,18100,2022,CONC55,MOD238,COL28
VG643ES,Manuale,SN2835291,41300,2021,CONC33,MOD142,COL9
NS561DA,Manuale,SN1265261,65900,2015,CONC106,MOD629,COL4
OA849PH,Automatico,SN9349889,31000,2006,CONC129,MOD927,COL25
AG200LD,Manuale,SN9874922,16200,2021,CONC70,MOD349,COL12
AA730EY,Automatico,SN6388956,57600,2018,CONC55,MOD72,COL2
YF956ZX,Manuale,SN3246990,55800,2010,CONC8,MOD647,COL13
VC660OP,Automatico,SN3232241,47800,2012,CONC132,MOD309,COL14
VW104KL,Manuale,SN8672182,30100,2009,CONC158,MOD727,COL27
OX638UN,Automatico,SN4975784,41600,2003,CONC198,MOD800,COL27
QY191XB,Manuale,SN3342428,27400,2012,CONC129,MOD184,COL12
CG330EU,Automatico,SN3724816,47000,2002,CONC83,MOD170,COL10
PR233PK,Manuale,SN9073106,40300,2013,CONC49,MOD14,COL16
LI236EO,Manuale,SN6116753,66700,2011,CONC61,MOD561,COL7
IM120SV,Automatico,SN8917034,56100,2014,CONC153,MOD583,COL8
FG351PW,Manuale,SN1334966,22700,2001,CONC184,MOD77,COL30
AW658JJ,Automatico,SN3713620,22500,2002,CONC21,MOD6,COL4
RG672BD,Automatico,SN2004958,55200,2023,CONC132,MOD130,COL23
TF547DH,Automatico,SN1296798,52000,2016,CONC62,MOD25,COL6
OF466HE,Automatico,SN6476241,55000,2021,CONC89,MOD147,COL5
EZ797GB,Manuale,SN8256091,38900,2020,CONC82,MOD87,COL5
SZ263RP,Manuale,SN3287227,38000,2002,CONC141,MOD757,COL29
SY388FS,Automatico,SN1490244,50500,2012,CONC4,MOD342,COL7
HI606ML,Automatico,SN5534721,31200,2003,CONC59,MOD864,COL18
YT961IU,Automatico,SN7043311,67500,2018,CONC11,MOD211,COL30
XT471AB,Automatico,SN7007893,33000,2024,CONC92,MOD48,COL16
CH683LO,Automatico,SN7484865,23700,2012,CONC63,MOD290,COL25
UP183PN,Automatico,SN6798797,30200,2013,CONC57,MOD497,COL27
UZ728ID,Automatico,SN3834346,48500,2017,CONC4,MOD800,COL26
BH585FX,Automatico,SN7002510,24900,2019,CONC31,MOD750,COL17
PA588NY,Automatico,SN4192860,63000,2013,CONC150,MOD832,COL18
PN816FR,Automatico,SN7914784,61900,2006,CONC16,MOD970,COL12
FC584RY,Manuale,SN2524021,27900,2017,CONC144,MOD975,COL22
SC993KV,Automatico,SN3739214,49400,2018,CONC166,MOD510,COL17
HG983EG,Manuale,SN4774161,70000,2012,CONC39,MOD883,COL19
GL395WO,Automatico,SN5940983,16600,2009,CONC107,MOD922,COL24
GD289PY,Automatico,SN4457554,19700,2015,CONC134,MOD878,COL16
GP645CI,Automatico,SN5668308,45900,2012,CONC62,MOD425,COL14
SN934TP,Manuale,SN7910240,56100,2005,CONC53,MOD779,COL22
CN257OU,Manuale,SN2424706,47300,2016,CONC188,MOD953,COL8
HX542AS,Manuale,SN2200488,17800,2011,CONC45,MOD308,COL8
ER875KL,Automatico,SN1692193,62700,2001,CONC171,MOD630,COL5
OR102SB,Automatico,SN9320432,54700,2023,CONC145,MOD526,COL12
RH865YD,Manuale,SN9918076,34400,2005,CONC25,MOD863,COL3
JV594PC,Manuale,SN1031076,52800,2011,CONC90,MOD859,COL22
LU775SC,Manuale,SN9053417,57800,2019,CONC82,MOD687,COL17
JV230ZO,Manuale,SN1625650,16900,2006,CONC33,MOD502,COL22
SJ123NA,Automatico,SN2213513,47300,2020,CONC185,MOD81,COL2
YY672FQ,Automatico,SN7867407,52400,2005,CONC195,MOD826,COL7
NS370IW,Manuale,SN1386682,35600,2007,CONC64,MOD176,COL23
QG872CM,Automatico,SN6427843,42700,2023,CONC26,MOD228,COL5
OA670BV,Manuale,SN3368073,32100,2014,CONC56,MOD643,COL20
TQ632JY,Manuale,SN7864837,66400,2024,CONC81,MOD540,COL8
IZ159AJ,Manuale,SN1824594,21800,2015,CONC195,MOD964,COL23
YR454FX,Manuale,SN5156996,37400,2014,CONC95,MOD112,COL23
AI128HM,Manuale,SN1596157,65000,2010,CONC32,MOD441,COL14
MR506TN,Manuale,SN5818314,25000,2022,CONC151,MOD752,COL10
OB910MI,Automatico,SN5234739,39900,2003,CONC53,MOD667,COL29
GF305XH,Automatico,SN8965774,67200,2018,CONC150,MOD850,COL12
VW233BL,Automatico,SN6802457,38900,2013,CONC17,MOD325,COL30
IA807WR,Automatico,SN7059653,53100,2024,CONC161,MOD209,COL15
CQ702NP,Automatico,SN8618894,57200,2007,CONC109,MOD354,COL27
VL406VS,Manuale,SN7912239,40700,2022,CONC170,MOD810,COL5
MX780KA,Automatico,SN3865511,52200,2002,CONC110,MOD370,COL11
QH839CF,Manuale,SN8544049,45700,2000,CONC156,MOD303,COL19
VC786IX,Automatico,SN7469377,19100,2024,CONC132,MOD298,COL4
DO656ST,Manuale,SN7658040,35900,2012,CONC78,MOD711,COL21
VN573FW,Manuale,SN5139548,66200,2014,CONC156,MOD490,COL20
JY879ZX,Manuale,SN6557619,58700,2001,CONC99,MOD189,COL20
AI337HJ,Automatico,SN8539816,51200,2013,CONC58,MOD68,COL8
CI583CZ,Automatico,SN1112351,18900,2003,CONC97,MOD932,COL6
AT508JL,Manuale,SN3438725,46700,2010,CONC38,MOD21,COL20
GT514CY,Automatico,SN7877646,56600,2005,CONC34,MOD115,COL18
CP801OW,Manuale,SN5136350,21700,2008,CONC34,MOD139,COL16
RD252GG,Automatico,SN1204499,57800,2001,CONC36,MOD22,COL8
ON565KL,Automatico,SN4518785,39900,2018,CONC42,MOD981,COL20
UX379UO,Manuale,SN3246661,69400,2022,CONC186,MOD234,COL24
VF562PD,Automatico,SN9985585,66200,2010,CONC101,MOD592,COL4
NC776CO,Manuale,SN5382769,39700,2015,CONC96,MOD856,COL1
WB205ZB,Automatico,SN7117753,23300,2019,CONC102,MOD438,COL2
NN696XN,Manuale,SN1366209,45500,2008,CONC55,MOD838,COL1
UP987DR,Automatico,SN9130798,44400,2012,CONC51,MOD347,COL19
HJ119VO,Automatico,SN7604794,56800,2000,CONC170,MOD901,COL16
SV702WM,Automatico,SN5886984,39400,2009,CONC15,MOD254,COL18
DJ362YM,Manuale,SN4526903,42300,2009,CONC149,MOD89,COL10
OW699UH,Manuale,SN2113551,46500,2004,CONC56,MOD609,COL6
GZ169XT,Automatico,SN6873660,44500,2019,CONC86,MOD489,COL5
YO991JB,Manuale,SN5741868,51500,2022,CONC27,MOD24,COL25
MT211UE,Manuale,SN5207704,69200,2008,CONC80,MOD596,COL23
SQ648YC,Manuale,SN1797731,42500,2022,CONC122,MOD982,COL24
AY874XY,Manuale,SN4244957,53100,2014,CONC182,MOD144,COL15
SW985TI,Automatico,SN4022976,58100,2019,CONC161,MOD332,COL24
JD620RP,Automatico,SN5007838,62500,2021,CONC148,MOD692,COL4
OM658LM,Automatico,SN1464179,29700,2022,CONC171,MOD948,COL13
KS229DC,Manuale,SN6213089,46900,2019,CONC32,MOD49,COL29
JG279PU,Automatico,SN8534376,18100,2018,CONC199,MOD288,COL24
MV114MG,Manuale,SN8131236,59800,2021,CONC110,MOD940,COL18
BZ446II,Manuale,SN6911450,65500,2015,CONC192,MOD868,COL12
GK795NN,Manuale,SN4793310,54400,2006,CONC144,MOD720,COL1
XD166TV,Manuale,SN4928646,67500,2018,CONC48,MOD8,COL2
YF904TZ,Automatico,SN5118234,34700,2002,CONC127,MOD900,COL6
HH181JO,Automatico,SN1582991,37900,2023,CONC111,MOD226,COL14
MN505LV,Manuale,SN5120818,25500,2018,CONC164,MOD535,COL7
RU534GR,Automatico,SN7070754,47000,2000,CONC117,MOD475,COL12
IZ668FA,Manuale,SN8742506,69500,2018,CONC95,MOD141,COL14
ZJ989MA,Manuale,SN5152871,26300,2013,CONC48,MOD58,COL26
SJ820GF,Manuale,SN6493975,63800,2024,CONC134,MOD345,COL19
EU925SH,Automatico,SN7893082,20700,2000,CONC149,MOD907,COL9
GA146FZ,Automatico,SN2879800,30300,2014,CONC101,MOD109,COL4
NO877UZ,Manuale,SN8070968,64100,2002,CONC94,MOD424,COL25
WH605WT,Automatico,SN2355036,45300,2023,CONC152,MOD478,COL25
FZ567JL,Manuale,SN2229685,30400,2020,CONC162,MOD585,COL23
YH566VJ,Automatico,SN5347198,44000,2011,CONC182,MOD191,COL5
EU109HV,Automatico,SN5097644,57600,2014,CONC146,MOD307,COL28
ID911PN,Manuale,SN9519424,62500,2013,CONC73,MOD753,COL23
LP361UJ,Automatico,SN8740884,36300,2001,CONC16,MOD670,COL21
IF253ZL,Manuale,SN7163276,30200,2011,CONC96,MOD731,COL3
XB513DR,Manuale,SN8257007,22600,2001,CONC35,MOD324,COL10
JU812ZJ,Manuale,SN7099589,24500,2023,CONC66,MOD44,COL20
RE491NB,Manuale,SN8610538,36500,2008,CONC127,MOD379,COL19
VI940MP,Automatico,SN5787391,62300,2020,CONC69,MOD478,COL3
VL852TE,Manuale,SN3325896,16000,2008,CONC99,MOD246,COL21
YR147UU,Automatico,SN8241669,54000,2019,CONC76,MOD40,COL2
BN139BT,Automatico,SN9785727,39400,2000,CONC128,MOD423,COL18
JC893KJ,Manuale,SN6507441,21500,2002,CONC164,MOD636,COL16
WB295RE,Automatico,SN5744019,37100,2002,CONC83,MOD992,COL29
IS466UD,Automatico,SN5968876,69500,2024,CONC71,MOD467,COL15
PE541MU,Manuale,SN2201490,49000,2020,CONC82,MOD240,COL2
QT437WN,Automatico,SN4459696,15400,2024,CONC112,MOD854,COL22
YR673HX,Automatico,SN2303804,62100,2019,CONC91,MOD828,COL10
II390QB,Automatico,SN3476098,44800,2024,CONC172,MOD950,COL29
MG121WS,Automatico,SN9801310,26800,2003,CONC79,MOD175,COL28
BG925CS,Automatico,SN4678201,64700,2010,CONC105,MOD843,COL3
FY636UG,Manuale,SN3192328,39100,2013,CONC55,MOD199,COL21
AV160FZ,Automatico,SN1994177,33000,2016,CONC182,MOD367,COL16
XR297RY,Manuale,SN5672457,69400,2009,CONC3,MOD453,COL23
ST815DH,Manuale,SN7773724,52700,2017,CONC197,MOD76,COL23
KV385MG,Automatico,SN9938750,23700,2012,CONC13,MOD936,COL26
EA760RT,Automatico,SN6122268,56100,2010,CONC163,MOD942,COL18
IV369HK,Manuale,SN7292328,54000,2017,CONC88,MOD276,COL12
CM123MT,Manuale,SN8842343,40400,2022,CONC168,MOD119,COL4
MM420IR,Automatico,SN8068587,55200,2010,CONC187,MOD919,COL5
JN112PN,Manuale,SN8387002,56900,2011,CONC151,MOD256,COL15
ZQ951HP,Automatico,SN6359137,29800,2011,CONC121,MOD87,COL28
GZ983LF,Manuale,SN7745193,49600,2024,CONC18,MOD639,COL24
OA856US,Manuale,SN5673685,48100,2001,CONC156,MOD887,COL24
MU862LY,Manuale,SN6590208,22200,2022,CONC169,MOD415,COL17
FD451BY,Automatico,SN8829786,41100,2016,CONC161,MOD635,COL9
QY679YD,Automatico,SN8596898,27500,2018,CONC46,MOD982,COL1
OU943GJ,Automatico,SN3448709,36200,2005,CONC47,MOD758,COL4
KQ868UO,Automatico,SN5994986,27700,2013,CONC33,MOD882,COL23
GR306MC,Automatico,SN3591488,19400,2022,CONC61,MOD500,COL23
YO860WU,Manuale,SN9984104,34500,2016,CONC74,MOD181,COL6
PM230JN,Manuale,SN3574139,46700,2002,CONC177,MOD575,COL6
TF195EB,Manuale,SN1604058,64600,2020,CONC40,MOD683,COL10
MD481VT,Automatico,SN9131660,61000,2007,CONC79,MOD13,COL15
RC793NU,Manuale,SN7887601,20200,2011,CONC13,MOD876,COL16
HS966FN,Manuale,SN1009316,18400,2008,CONC74,MOD912,COL11
VU940EI,Manuale,SN8618544,48500,2001,CONC122,MOD670,COL7
BF725PG,Manuale,SN5082169,26500,2006,CONC63,MOD384,COL8
JR926CO,Automatico,SN3678819,62700,2014,CONC188,MOD83,COL8
DX216VN,Manuale,SN1294298,36000,2005,CONC99,MOD770,COL9
WS961CS,Automatico,SN6599944,47600,2004,CONC157,MOD749,COL21
WR509DX,Automatico,SN2091094,61700,2008,CONC64,MOD38,COL4
DE846TS,Automatico,SN6517615,63400,2003,CONC11,MOD32,COL7
NE503PX,Automatico,SN8462850,53600,2020,CONC68,MOD391,COL14
AY731GQ,Manuale,SN4152314,32300,2018,CONC133,MOD252,COL24
QQ508QW,Manuale,SN4462286,38900,2011,CONC90,MOD256,COL6
AI157ZH,Manuale,SN8494823,63900,2024,CONC10,MOD98,COL13
CQ864HM,Manuale,SN9490151,63200,2005,CONC150,MOD150,COL25
BO842JM,Manuale,SN1817701,45000,2020,CONC191,MOD914,COL8
KO454ZL,Manuale,SN8605064,61200,2018,CONC150,MOD767,COL3
CV982QZ,Automatico,SN6602019,67900,2020,CONC172,MOD791,COL18
AZ416XU,Manuale,SN9455398,18800,2009,CONC119,MOD220,COL29
TX992LE,Automatico,SN9002805,26600,2018,CONC54,MOD247,COL7
GE642WM,Manuale,SN7284886,68700,2000,CONC16,MOD624,COL19
CL760JC,Automatico,SN9462586,46800,2014,CONC149,MOD178,COL23
CP649IF,Manuale,SN1508623,41100,2018,CONC34,MOD488,COL17
BY540BS,Manuale,SN4185571,39700,2016,CONC117,MOD798,COL3
IH146WA,Manuale,SN8435725,22100,2007,CONC58,MOD883,COL4
UN406ST,Automatico,SN1110514,37100,2006,CONC26,MOD12,COL23
AP106FU,Automatico,SN7385555,70000,2016,CONC114,MOD655,COL9
KX269MR,Manuale,SN7736964,15100,2021,CONC98,MOD784,COL4
LQ305YN,Manuale,SN2726982,28000,2018,CONC178,MOD145,COL13
FV118DF,Manuale,SN6931442,45600,2022,CONC153,MOD406,COL29
HL622NC,Automatico,SN1205088,25500,2016,CONC138,MOD53,COL11
VK310FY,Automatico,SN3088842,57600,2014,CONC163,MOD485,COL29
XS747QL,Manuale,SN4284550,47600,2003,CONC151,MOD162,COL25
DF402IU,Automatico,SN8847934,49500,2015,CONC89,MOD689,COL25
QM427WA,Automatico,SN9775350,33200,2005,CONC44,MOD229,COL6
EZ452CO,Automatico,SN9111648,28300,2022,CONC18,MOD387,COL11
PK840ZM,Manuale,SN9292789,61400,2001,CONC127,MOD90,COL3
DV524PS,Automatico,SN8290385,55000,2023,CONC151,MOD310,COL8
ZY596ZR,Manuale,SN6319117,68900,2013,CONC163,MOD361,COL16
VG781DV,Manuale,SN4189293,40100,2023,CONC100,MOD899,COL29
FY562KO,Automatico,SN7068443,20900,2023,CONC170,MOD550,COL4
KS368UL,Automatico,SN4001512,62200,2007,CONC198,MOD187,COL8
RH878VT,Manuale,SN5905876,23400,2020,CONC148,MOD382,COL16
VI645OZ,Automatico,SN7379276,30600,2017,CONC54,MOD725,COL6
VN465EM,Automatico,SN7873613,44600,2004,CONC55,MOD320,COL19
JF829RE,Automatico,SN1575845,53100,2007,CONC193,MOD87,COL24
NQ557DW,Automatico,SN6317965,34600,2022,CONC86,MOD607,COL1
VM439MI,Manuale,SN5501095,28500,2023,CONC86,MOD168,COL15
OA826QH,Automatico,SN2887917,20400,2007,CONC191,MOD319,COL5
YS180QU,Manuale,SN2266855,33900,2009,CONC183,MOD87,COL21
RA494VO,Automatico,SN2258288,62800,2006,CONC26,MOD646,COL24
SW288FH,Manuale,SN3674867,16100,2019,CONC128,MOD60,COL17
PF295ZZ,Automatico,SN9003585,58100,2019,CONC142,MOD713,COL4
IM950LW,Manuale,SN9112661,49300,2008,CONC160,MOD222,COL28
ZD441MW,Manuale,SN1982315,17800,2000,CONC177,MOD162,COL23
MG431WZ,Automatico,SN9340033,55000,2022,CONC50,MOD939,COL4
DH827NO,Manuale,SN2172994,16000,2013,CONC50,MOD895,COL29
AQ941HI,Automatico,SN2501862,45000,2004,CONC81,MOD970,COL10
QK877PU,Automatico,SN2163924,59200,2010,CONC177,MOD880,COL7
UM682ZV,Automatico,SN1808198,37300,2015,CONC88,MOD703,COL16
IJ304KI,Automatico,SN9107716,49900,2018,CONC190,MOD967,COL12
UJ627UZ,Manuale,SN6835406,68700,2003,CONC116,MOD960,COL7
ZN770QU,Automatico,SN1397877,65000,2017,CONC165,MOD468,COL19
JR578YM,Manuale,SN5472989,33500,2012,CONC81,MOD104,COL9
GV397ZZ,Automatico,SN9778811,66400,2019,CONC157,MOD468,COL4
SK729II,Automatico,SN1876135,62100,2017,CONC193,MOD59,COL18
GR129IT,Manuale,SN5141108,25300,2002,CONC193,MOD132,COL23
XP339AP,Automatico,SN8005426,31700,2003,CONC73,MOD44,COL21
QC908VU,Automatico,SN7844801,30300,2018,CONC107,MOD204,COL8
PX792UM,Automatico,SN4998818,41300,2018,CONC170,MOD776,COL20
GU347PH,Manuale,SN4962086,36900,2013,CONC14,MOD661,COL20
YP993EK,Automatico,SN9285529,39700,2001,CONC75,MOD633,COL27
BH547BO,Automatico,SN7666290,49200,2011,CONC19,MOD83,COL23
TO817BR,Manuale,SN2988170,65200,2000,CONC79,MOD231,COL7
ZY642KT,Manuale,SN7496199,64600,2022,CONC93,MOD721,COL19
WE744VS,Manuale,SN2093751,35000,2024,CONC27,MOD719,COL6
SW460OV,Automatico,SN8204203,51800,2002,CONC9,MOD820,COL20
AQ411SD,Automatico,SN2427112,25300,2008,CONC108,MOD421,COL18
ME592ZP,Manuale,SN6772277,31300,2012,CONC125,MOD605,COL28
XJ337IO,Automatico,SN1462380,40700,2022,CONC150,MOD954,COL8
UA549IL,Manuale,SN9011216,40200,2001,CONC167,MOD500,COL4
CW215JS,Manuale,SN7364368,51600,2000,CONC86,MOD599,COL28
CK560TC,Manuale,SN1309376,36400,2004,CONC1,MOD707,COL5
AN927FI,Manuale,SN4525167,51100,2018,CONC180,MOD559,COL23
IV424AH,Automatico,SN9651019,20600,2019,CONC76,MOD616,COL20
CI446RM,Automatico,SN9931212,47600,2011,CONC141,MOD858,COL8
BA120YT,Manuale,SN7444555,59800,2014,CONC94,MOD222,COL3
GQ375VR,Automatico,SN7181299,65100,2010,CONC99,MOD476,COL13
MB132GM,Automatico,SN1969116,68900,2014,CONC49,MOD950,COL17
CJ239PN,Manuale,SN5270140,45400,2014,CONC60,MOD250,COL3
EV615UL,Manuale,SN9703303,49900,2024,CONC178,MOD818,COL4
CC482TT,Manuale,SN8201318,16400,2020,CONC40,MOD255,COL15
NI462CQ,Automatico,SN5731088,60400,2024,CONC116,MOD266,COL1
XB152WN,Automatico,SN6411400,24500,2008,CONC78,MOD8,COL15
IZ593VE,Manuale,SN9679891,45800,2022,CONC57,MOD189,COL24
WZ627KO,Manuale,SN7726250,53900,2012,CONC56,MOD723,COL27
XC731YX,Automatico,SN2784744,16400,2004,CONC149,MOD489,COL26
RF707FG,Automatico,SN8576243,27400,2007,CONC131,MOD837,COL30
TG552MV,Manuale,SN2924175,69600,2013,CONC190,MOD187,COL29
JH992RQ,Automatico,SN3099901,52700,2018,CONC95,MOD963,COL12
BU565OM,Automatico,SN6554824,34900,2008,CONC178,MOD747,COL12
EC106XA,Manuale,SN7312636,40800,2022,CONC136,MOD44,COL25
ZU480HN,Manuale,SN1799252,36400,2015,CONC180,MOD532,COL17
VO820HP,Manuale,SN3495430,36900,2023,CONC126,MOD1000,COL13
RK956XL,Automatico,SN5334497,44800,2011,CONC70,MOD47,COL23
KL290KG,Automatico,SN9559804,44500,2016,CONC151,MOD21,COL10
JN387YH,Automatico,SN2685305,64000,2006,CONC2,MOD756,COL1
ZH318ZD,Manuale,SN5996606,46800,2012,CONC38,MOD674,COL5
JF801ZK,Manuale,SN5935242,41000,2022,CONC20,MOD154,COL17
HQ728KU,Manuale,SN6335165,58200,2011,CONC30,MOD675,COL3
HC878JV,Automatico,SN7763229,25100,2008,CONC8,MOD880,COL30
XL804LH,Manuale,SN5010929,47200,2009,CONC163,MOD751,COL9
BD334EE,Manuale,SN7908277,34600,2021,CONC104,MOD912,COL30
VA681OY,Automatico,SN7364803,44000,2004,CONC110,MOD420,COL15
IS276NC,Automatico,SN1803960,40500,2023,CONC178,MOD439,COL10
HI455RE,Manuale,SN8493503,37000,2009,CONC125,MOD111,COL4
GF764HR,Manuale,SN6076990,16300,2021,CONC184,MOD297,COL24
UY387RD,Manuale,SN3389994,58400,2005,CONC73,MOD110,COL4
